CampaignApplicationId,MetricId,Survey,Campaign,Closing Date,Application,Application Status,Question,Answer
130835,1000427,Application Properties,Update Survey Answers on Green Apps for SW Maint_Grogu,04/29/2023,Grogu,complete,Is this application a custom application or a Commercial Off The Shelf product?,Custom Application
130835,1000004,Application Properties,Update Survey Answers on Green Apps for SW Maint_Grogu,04/29/2023,Grogu,complete,What is the application type?,Data Mining and Business Intelligence
130835,1000002,Application Properties,Update Survey Answers on Green Apps for SW Maint_Grogu,04/29/2023,Grogu,complete,Application Owner's name,Mando
130835,1000033,Application Properties,Update Survey Answers on Green Apps for SW Maint_Grogu,04/29/2023,Grogu,complete,In what year was this application first put into production?,2019
130835,10000808,Cloud Readiness Assessment,Update Survey Answers on Green Apps for SW Maint_Grogu,04/29/2023,Grogu,complete,[Technical Enablers] What are the relationships beyond the application boundaries?,Internal services exposed through an API
130835,10000809,Cloud Readiness Assessment,Update Survey Answers on Green Apps for SW Maint_Grogu,04/29/2023,Grogu,complete,[Technical Enablers] What is the database provider for this application?,Standard and supported as a service in the Cloud (PaaS)
130835,10000810,Cloud Readiness Assessment,Update Survey Answers on Green Apps for SW Maint_Grogu,04/29/2023,Grogu,complete,[Process Maturity] What is the average skill on Cloud technologies and practices within the development team for this application?,Advanced skills & experience
130835,10000811,Cloud Readiness Assessment,Update Survey Answers on Green Apps for SW Maint_Grogu,04/29/2023,Grogu,complete,[Business Drivers] What is the current (or expected) Service Level Agreement for this application?,SLA with maintenance timeframe
130835,10000800,Cloud Readiness Assessment,Update Survey Answers on Green Apps for SW Maint_Grogu,04/29/2023,Grogu,complete,[Process Maturity] What is the evolution model and feedback loop approach for this application?,DevOps
130835,10000801,Cloud Readiness Assessment,Update Survey Answers on Green Apps for SW Maint_Grogu,04/29/2023,Grogu,complete,[Technical Enablers] What is the current deployment platform for this application?,Web application
130835,10000802,Cloud Readiness Assessment,Update Survey Answers on Green Apps for SW Maint_Grogu,04/29/2023,Grogu,complete,[Technical Enablers] What is the current user authentication mechanism used by this application?,Multifactor Authenticator
130835,10000803,Cloud Readiness Assessment,Update Survey Answers on Green Apps for SW Maint_Grogu,04/29/2023,Grogu,complete,[Technical Enablers]  How is this application exposed to external services/applications?,REST API exposed
130835,10000901,Cloud Readiness Assessment,Update Survey Answers on Green Apps for SW Maint_Grogu,04/29/2023,Grogu,complete,[Business Drivers] Does this application correspond to a specific workload?,Big Data
130835,10000805,Cloud Readiness Assessment,Update Survey Answers on Green Apps for SW Maint_Grogu,04/29/2023,Grogu,complete,[Business Drivers] How is data consumed from this application?,Machine Learning
130835,10000806,Cloud Readiness Assessment,Update Survey Answers on Green Apps for SW Maint_Grogu,04/29/2023,Grogu,complete,[Process Maturity] What is the level of deployment process automation for provisioning and configuration for this application?,Semi-automated
130835,10000807,Cloud Readiness Assessment,Update Survey Answers on Green Apps for SW Maint_Grogu,04/29/2023,Grogu,complete,[Technical Enablers] Is this application multi-tenant?,"Yes, muti-tenant front with a dedicated database"
130835,10048697,Green Impact,Update Survey Answers on Green Apps for SW Maint_Grogu,04/29/2023,Grogu,complete,[Green Impact] What is the primary programming languages used in your application?,C#
130835,10048696,Green Impact,Update Survey Answers on Green Apps for SW Maint_Grogu,04/29/2023,Grogu,complete,[Green Impact] Does the application development team work with multiple monitor screens?,"No, they mostly work with one monitor screen only"
130835,10048699,Green Impact,Update Survey Answers on Green Apps for SW Maint_Grogu,04/29/2023,Grogu,complete,[Green Impact] Does your application use dynamic code analysis tools to monitor real-time power consumption?,"Yes, on a systematically basis"
130835,10048698,Green Impact,Update Survey Answers on Green Apps for SW Maint_Grogu,04/29/2023,Grogu,complete,[Green Impact] Does your application leverage AI (Artificial Intelligence) capabilities?,No
130835,10048701,Green Impact,Update Survey Answers on Green Apps for SW Maint_Grogu,04/29/2023,Grogu,complete,[Green Impact] Does your application have data purge mechanism in place? ,No
130835,10048700,Green Impact,Update Survey Answers on Green Apps for SW Maint_Grogu,04/29/2023,Grogu,complete,[Green Impact] How is your application deployed to end-users?,Cloud / Data Center
130835,10048703,Green Impact,Update Survey Answers on Green Apps for SW Maint_Grogu,04/29/2023,Grogu,complete,[Green Impact] How many days per week does your develop team work from home in average?,Full remote
130835,10048702,Green Impact,Update Survey Answers on Green Apps for SW Maint_Grogu,04/29/2023,Grogu,complete,[Green Impact] Does your application use cache policy to minimize data exchange?,No
130835,10048691,Green Impact,Update Survey Answers on Green Apps for SW Maint_Grogu,04/29/2023,Grogu,complete,[Green Impact] Does your application use any third-party Static Code Analysis tools for performance tuning?,"Yes, on a systematic basis"
130835,10048693,Green Impact,Update Survey Answers on Green Apps for SW Maint_Grogu,04/29/2023,Grogu,complete,[Green Impact] Does your application run on Linux?,"Yes, entirely running on Linux"
130835,10048692,Green Impact,Update Survey Answers on Green Apps for SW Maint_Grogu,04/29/2023,Grogu,complete,[Green Impact] Does your application use NoSQL database?,"Yes, only NoSQL"
130835,10048695,Green Impact,Update Survey Answers on Green Apps for SW Maint_Grogu,04/29/2023,Grogu,complete,[Green Impact] Does the application development team use laptop or desktop computers?,Mostly laptop computers
130835,10048694,Green Impact,Update Survey Answers on Green Apps for SW Maint_Grogu,04/29/2023,Grogu,complete,[Green Impact] Which background color of the screen mostly your application use?,Black
130836,1000011,Business Impact,Update Survey Answers on Green Apps for SW Maint_Groot,04/29/2023,Groot,complete,What is the average number of FTE (Full Time Equivalent) resources that have worked on the source code for this application over the last 12 months?,15.0
130836,1000009,Business Impact,Update Survey Answers on Green Apps for SW Maint_Groot,04/29/2023,Groot,complete,Is this application aligned with the company's future technology direction?,Yes
130836,1000022,Business Impact,Update Survey Answers on Green Apps for SW Maint_Groot,04/29/2023,Groot,complete,Could failure of this application lead to loss of customer confidence? Please define the level of impact.,Medium
130836,1000006,Business Impact,Update Survey Answers on Green Apps for SW Maint_Groot,04/29/2023,Groot,complete,The number of major releases delivered over the last 12 months for this application?,4 to 6
130836,1000021,Business Impact,Update Survey Answers on Green Apps for SW Maint_Groot,04/29/2023,Groot,complete,Could failure of this application lead to harm of the company's public image? Please define the level of impact.,Medium
130836,1000020,Business Impact,Update Survey Answers on Green Apps for SW Maint_Groot,04/29/2023,Groot,complete,Could failure of this application lead to loss of revenue or business opportunity? Please define the level of impact.,Medium
130836,1000019,Business Impact,Update Survey Answers on Green Apps for SW Maint_Groot,04/29/2023,Groot,complete,Could failure of this application lead to disruption? Please define the level of impact.,Medium
130836,1000018,Business Impact,Update Survey Answers on Green Apps for SW Maint_Groot,04/29/2023,Groot,complete,What is the approximate number of end users for this application?,Less than 100
130836,1000017,Business Impact,Update Survey Answers on Green Apps for SW Maint_Groot,04/29/2023,Groot,complete,Does the application serve internal or external users?,Internal users or business processes
130836,1000015,Software Maintenance Estimate,Update Survey Answers on Green Apps for SW Maint_Groot,04/29/2023,Groot,complete,What is the average skill level of the development team on this type of application?,1 year
130836,1000012,Software Maintenance Estimate,Update Survey Answers on Green Apps for SW Maint_Groot,04/29/2023,Groot,complete,What percentage of the development effort has been spent on maintenance for this application over the last 12 months?,15.0
130836,1000121,Software Maintenance Estimate,Update Survey Answers on Green Apps for SW Maint_Groot,04/29/2023,Groot,complete,What is the percentage of change to the base code for this application over the last 12 months?,20.0
130836,1000032,Software Maintenance Estimate,Update Survey Answers on Green Apps for SW Maint_Groot,04/29/2023,Groot,complete,What is the CMMI level of the organization?,Level 3
130836,1000016,Software Maintenance Estimate,Update Survey Answers on Green Apps for SW Maint_Groot,04/29/2023,Groot,complete,What is the annual staff turnover within the development team for this application?,5%
130836,1000427,Application Properties,Update Survey Answers on Green Apps for SW Maint_Groot,04/29/2023,Groot,complete,Is this application a custom application or a Commercial Off The Shelf product?,Custom Application
130836,1000004,Application Properties,Update Survey Answers on Green Apps for SW Maint_Groot,04/29/2023,Groot,complete,What is the application type?,Global Securities
130836,1000002,Application Properties,Update Survey Answers on Green Apps for SW Maint_Groot,04/29/2023,Groot,complete,Application Owner's name,Racoon
130836,1000033,Application Properties,Update Survey Answers on Green Apps for SW Maint_Groot,04/29/2023,Groot,complete,In what year was this application first put into production?,2015
130836,10000808,Cloud Readiness Assessment,Update Survey Answers on Green Apps for SW Maint_Groot,04/29/2023,Groot,complete,[Technical Enablers] What are the relationships beyond the application boundaries?,Internal services not exposed
130836,10000809,Cloud Readiness Assessment,Update Survey Answers on Green Apps for SW Maint_Groot,04/29/2023,Groot,complete,[Technical Enablers] What is the database provider for this application?,Standard but not supported as a service in the Cloud (IaaS)
